ano,ano_ingresso,avaliador4,cf,cg,ct,defasagem,destaque_ida,destaque_ieg,destaque_ipv,fase,fase_ideal,gênero,iaa,ian,ida,ieg,inde,instituição_de_ensino,ips,ipv,nº_av,pedra,ra,rec_psicologia,turma
2022,2020,Avaliador-31,54.0,"448,000",9.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,3.0,Fase 4 (9º ano),Menino,"9,6","5,000","5,6","8,8","7,131",Escola Pública,"7,5","6,625",4.0,Ágata,RA-283,Não atendido,K
2022,2022,Avaliador-31,106.0,"734,000",3.0,0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,3.0,Fase 3 (7º e 8º ano),Menino,"6,7","10,000","3,8","5,1","5,939",Escola Pública,"5,6","5,958",4.0,Quartzo,RA-284,Sem limitações,L
2022,2020,Avaliador-31,126.0,"817,000",5.0,-3,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,3.0,Fase 6 (2º EM),Menina,"9,2","2,500","2,8","4,1","5,063",Escola Pública,"7,5","5,750",4.0,Ametista,RA-285,Sem limitações,L
2022,2022,Avaliador-31,119.0,"794,000",4.0,-2,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,3.0,Fase 5 (1º EM),Menina,"7,1","5,000","3,0","5,8","5,424",Escola Pública,"6,3","5,625",4.0,Quartzo,RA-286,Sem limitações,L
2022,2022,Avaliador-31,148.0,"859,000",11.0,-4,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,3.0,Fase 7 (3º EM),Menina,"7,9","2,500","1,1","3,4","3,700",Escola Pública,"5,0","4,292",4.0,Quartzo,RA-287,Requer avaliação,L
2022,2022,Avaliador-31,147.0,"854,000",10.0,-3,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,3.0,Fase 6 (2º EM),Menina,"0,0","2,500","0,0","5,6","4,097",Escola Pública,"6,3","6,833",4.0,Quartzo,RA-288,Sem limitações,L
2022,2020,Avaliador-31,94.0,"699,000",2.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,3.0,Fase 4 (9º ano),Menina,"0,0","5,000","6,8","7,8","6,236",Escola Pública,"6,3","7,250",4.0,Ametista,RA-289,Sem limitações,L
2022,2022,Avaliador-31,131.0,"830,000",7.0,-4,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,3.0,Fase 7 (3º EM),Menina,"10,0","2,500","1,7","3,9","4,929",Escola Pública,"6,3","6,042",4.0,Quartzo,RA-290,Sem limitações,L
2022,2022,Avaliador-31,18.0,"107,000",1.0,0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,3.0,Fase 3 (7º e 8º ano),Menino,"8,3","10,000","8,0","8,2","8,122",Escola Pública,"6,9","7,792",4.0,Topázio,RA-291,Sem limitações,L
2022,2022,Avaliador-31,134.0,"833,000",9.0,-3,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,3.0,Fase 6 (2º EM),Menino,"7,9","2,500","1,8","3,7","4,837",Escola Pública,"7,5","6,292",4.0,Quartzo,RA-292,Não atendido,L
2022,2022,Avaliador-31,132.0,"831,000",8.0,0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,3.0,Fase 3 (7º e 8º ano),Menino,"8,8","10,000","2,3","2,9","4,875",Escola Pública,"7,5","3,333",4.0,Quartzo,RA-293,Não atendido,L
2022,2022,Avaliador-31,127.0,"819,000",6.0,-5,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,3.0,Fase 8 (Universitários),Menina,"9,6","2,500","0,0","5,8","5,031",Escola Pública,"7,5","5,917",4.0,Quartzo,RA-294,Não atendido,L
2022,2022,Avaliador-31,45.0,"386,000",2.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,3.0,Fase 4 (9º ano),Menina,"7,9","5,000","6,9","8,0","7,305",Escola Pública,"7,5","7,375",4.0,Ametista,RA-295,Não atendido,M
2022,2022,Avaliador-31,137.0,"839,000",16.0,-2,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,3.0,Fase 5 (1º EM),Menina,"8,8","5,000","2,8","3,6","4,665",Escola Pública,"7,5","3,833",4.0,Quartzo,RA-296,Não atendido,M
2022,2022,Avaliador-31,36.0,"324,000",1.0,0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,3.0,Fase 3 (7º e 8º ano),Menina,"7,1","10,000","6,6","7,9","7,478",Escola Pública,"6,3","7,417",4.0,Ametista,RA-297,Sem limitações,M
2022,2019,Avaliador-31,86.0,"659,000",7.0,0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,3.0,Fase 3 (7º e 8º ano),Menino,"9,2","10,000","5,2","6,3","6,409",Escola Pública,"5,6","5,417",4.0,Ametista,RA-298,Sem limitações,M
2022,2019,Avaliador-31,48.0,"404,000",3.0,0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,3.0,Fase 3 (7º e 8º ano),Menina,"7,1","10,000","6,8","8,2","7,278",Rede Decisão,"5,0","6,708",4.0,Topázio,RA-299,Requer avaliação,M
2022,2022,Avaliador-31,116.0,"781,000",14.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,3.0,Fase 4 (9º ano),Menino,"5,4","5,000","3,1","6,9","5,557",Escola Pública,"6,3","5,875",4.0,Quartzo,RA-300,Sem limitações,M
2022,2019,Avaliador-31,72.0,"554,000",5.0,0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,3.0,Fase 3 (7º e 8º ano),Menina,"8,8","10,000","6,3","5,8","6,802",Escola Pública,"5,6","6,042",4.0,Ametista,RA-301,Sem limitações,M
2022,2022,Avaliador-31,90.0,"673,000",10.0,-3,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,3.0,Fase 6 (2º EM),Menino,"9,2","2,500","4,8","7,7","6,334",Escola Pública,"6,9","6,208",4.0,Ágata,RA-302,Sem limitações,M
2022,2019,Avaliador-31,102.0,"723,000",13.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,3.0,Fase 4 (9º ano),Menino,"7,5","5,000","3,9","7,2","6,030",Escola Pública,"7,5","5,375",4.0,Ametista,RA-303,Não atendido,M
2022,2020,Avaliador-31,89.0,"667,000",9.0,-2,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,3.0,Fase 5 (1º EM),Menino,"8,8","5,000","4,3","7,7","6,355",Escola Pública,"7,5","5,542",4.0,Ametista,RA-304,Não atendido,M
2022,2019,Avaliador-31,100.0,"717,000",12.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,3.0,Fase 4 (9º ano),Menino,"7,9","5,000","4,8","6,6","6,058",Escola Pública,"7,5","5,208",4.0,Ametista,RA-305,Não atendido,M
2022,2021,Avaliador-31,85.0,"656,000",6.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,3.0,Fase 4 (9º ano),Menina,"8,3","5,000","5,2","6,8","6,427",Escola Pública,"7,5","5,958",4.0,Ametista,RA-306,Não atendido,M
2022,2022,Avaliador-31,136.0,"838,000",15.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,3.0,Fase 4 (9º ano),Menino,"5,4","5,000","2,5","4,5","4,733",Escola Pública,"7,5","4,708",4.0,Quartzo,RA-307,Não atendido,M
2022,2019,Avaliador-31,66.0,"514,000",4.0,0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,3.0,Fase 3 (7º e 8º ano),Menino,"7,9","10,000","5,0","7,4","6,930",Escola Pública,"6,9","6,167",4.0,Ametista,RA-308,Sem limitações,M
2022,2022,Avaliador-31,96.0,"702,000",11.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,3.0,Fase 4 (9º ano),Menina,"9,2","5,000","6,5","5,2","6,151",Escola Pública,"7,5","5,083",4.0,Ágata,RA-309,Não atendido,M
2022,2022,Avaliador-31,87.0,"662,000",8.0,-2,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,3.0,Fase 5 (1º EM),Menina,"7,9","5,000","4,5","7,5","6,400",Escola Pública,"7,5","6,000",4.0,Ágata,RA-310,Não atendido,M
2022,2022,,114.0,"771,000",13.0,-3,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,3.0,Fase 6 (2º EM),Menina,"7,9","2,500","5,2","5,6","5,652",Escola Pública,"5,0","6,222",3.0,Quartzo,RA-311,Requer avaliação,N
2022,2022,,43.0,"378,000",5.0,0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,3.0,Fase 3 (7º e 8º ano),Menina,"9,6","10,000","5,2","8,1","7,339",Escola Pública,"7,5","6,167",3.0,Ametista,RA-312,Não atendido,N
2022,2022,,108.0,"750,000",11.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,3.0,Fase 4 (9º ano),Menina,"7,5","5,000","4,1","7,0","5,800",Escola Pública,"5,0","5,889",3.0,Quartzo,RA-313,Requer avaliação,N
2022,2022,,98.0,"708,000",10.0,0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,3.0,Fase 3 (7º e 8º ano),Menina,"5,4","10,000","5,3","5,4","6,100",Escola Pública,"5,0","6,000",3.0,Ágata,RA-314,Requer avaliação,N
2022,2022,,111.0,"764,000",12.0,0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,3.0,Fase 3 (7º e 8º ano),Menina,"6,7","10,000","3,0","5,1","5,672",Escola Pública,"7,5","5,056",3.0,Quartzo,RA-315,Não atendido,N
2022,2022,,28.0,"174,000",2.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,3.0,Fase 4 (9º ano),Menina,"10,0","5,000","6,1","10,0","7,889",Escola Pública,"6,9","8,389",3.0,Ametista,RA-316,Não atendido,N
2022,2021,,59.0,"474,000",6.0,0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,3.0,Fase 3 (7º e 8º ano),Menino,"8,8","10,000","6,8","5,6","7,040",Escola Pública,"7,5","5,944",3.0,Ametista,RA-317,Não atendido,N
2022,2019,,83.0,"640,000",9.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,3.0,Fase 4 (9º ano),Menina,"8,3","5,000","5,8","6,9","6,527",Escola Pública,"6,9","6,111",3.0,Ágata,RA-318,Sem limitações,N
2022,2022,,37.0,"336,000",4.0,0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,3.0,Fase 3 (7º e 8º ano),Menino,"9,2","10,000","5,2","7,7","7,448",Escola Pública,"7,5","7,500",3.0,Ametista,RA-319,Não atendido,N
2022,2022,,27.0,"170,000",1.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,3.0,Fase 4 (9º ano),Menina,"8,8","5,000","6,4","10,0","7,897",Escola Pública,"6,9","8,667",3.0,Ametista,RA-320,Sem limitações,N
2022,2022,,30.0,"202,000",3.0,0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,3.0,Fase 3 (7º e 8º ano),Menina,"9,2","10,000","5,2","9,1","7,792",Escola Pública,"5,6","8,278",3.0,Ametista,RA-321,Sem limitações,N
2022,2022,,70.0,"536,000",8.0,0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,3.0,Fase 3 (7º e 8º ano),Menina,"7,1","10,000","4,7","8,1","6,859",Escola Pública,"5,0","6,778",3.0,Ágata,RA-322,Requer avaliação,N
2022,2022,,69.0,"535,000",7.0,0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,3.0,Fase 3 (7º e 8º ano),Menino,"9,2","10,000","3,4","7,3","6,860",Escola Pública,"7,5","6,611",3.0,Ágata,RA-323,Sem limitações,N
2022,2022,,6.0,"66,000",1.0,0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2.0,Fase 2 (5º e 6º ano),Menina,"10,0","10,000","6,8","9,3","8,270",Escola Pública,"6,9","8,611",3.0,Topázio,RA-324,Sem limitações,A
2022,2022,,42.0,"265,000",6.0,0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2.0,Fase 2 (5º e 6º ano),Menino,"9,5","10,000","6,0","6,8","7,619",Escola Pública,"7,5","8,444",3.0,Ametista,RA-325,Sem limitações,A
2022,2022,,9.0,"80,000",2.0,-1,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2.0,Fase 3 (7º e 8º ano),Menina,"10,0","5,000","9,0","9,7","8,220",Escola Pública,"5,0","8,944",3.0,Topázio,RA-326,Requer avaliação,A
2022,2021,,72.0,"491,000",7.0,0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2.0,Fase 2 (5º e 6º ano),Menino,"8,5","10,000","2,8","8,8","6,986",Escola Pública,"7,5","7,333",3.0,Ametista,RA-327,Sem limitações,A
2022,2020,,86.0,"548,000",8.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2.0,Fase 3 (7º e 8º ano),Menino,"10,0","5,000","5,3","7,0","6,823",Escola Pública,"7,5","7,500",3.0,Ametista,RA-328,Sem limitações,A
2022,2019,,126.0,"683,000",12.0,0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2.0,Fase 2 (5º e 6º ano),Menino,"7,4","10,000","5,0","6,9","6,313",Escola Pública,"4,4","5,778",3.0,Ametista,RA-329,Requer avaliação,A
2022,2018,,116.0,"651,000",11.0,-2,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2.0,Fase 4 (9º ano),Menina,"9,5","5,000","2,5","8,8","6,446",Escola Pública,"7,5","7,056",3.0,Ágata,RA-330,Sem limitações,A
2022,2019,,105.0,"613,000",10.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2.0,Fase 3 (7º e 8º ano),Menina,"9,0","5,000","3,7","8,7","6,636",Escola Pública,"7,5","6,944",3.0,Ametista,RA-331,Sem limitações,A
2022,2017,,27.0,"176,000",5.0,-1,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2.0,Fase 3 (7º e 8º ano),Menino,"9,5","5,000","7,5","9,0","7,883",Rede Decisão,"8,1","8,500",3.0,Ametista,RA-332,Sem limitações,A
2022,2018,,153.0,"807,000",13.0,-2,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2.0,Fase 4 (9º ano),Menino,"8,0","5,000","2,9","5,8","5,249",Escola JP II,"3,8","6,722",3.0,Ágata,RA-333,Não indicado,A
2022,2019,,20.0,"151,000",3.0,0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2.0,Fase 2 (5º e 6º ano),Menina,"6,9","10,000","8,0","9,2","7,961",Rede Decisão,"4,4","8,722",3.0,Topázio,RA-334,Não indicado,A
2022,2022,,25.0,"168,000",4.0,0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2.0,Fase 2 (5º e 6º ano),Menino,"9,5","10,000","7,4","9,4","7,902",Escola Pública,"7,5","6,833",3.0,Ametista,RA-335,Sem limitações,A
2022,2016,,87.0,"560,000",9.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2.0,Fase 3 (7º e 8º ano),Menino,"9,5","5,000","5,1","8,5","6,787",Escola Pública,"4,4","7,889",3.0,Ametista,RA-336,Requer avaliação,A
2022,2022,,22.0,"163,000",3.0,0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2.0,Fase 2 (5º e 6º ano),Menino,"10,0","10,000","5,8","9,3","7,914",Escola Pública,"7,5","7,611",3.0,Ametista,RA-337,Não atendido,B
2022,2019,,84.0,"544,000",10.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2.0,Fase 3 (7º e 8º ano),Menino,"8,5","5,000","5,8","7,3","6,837",Escola Pública,"7,5","7,611",3.0,Ametista,RA-338,Não atendido,B
2022,2019,,3.0,"36,000",1.0,0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2.0,Fase 2 (5º e 6º ano),Menina,"6,9","10,000","8,1","9,9","8,488",Escola Pública,"7,5","8,889",3.0,Topázio,RA-339,Não atendido,B
2022,2017,,36.0,"229,000",5.0,0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2.0,Fase 2 (5º e 6º ano),Menino,"9,0","10,000","6,5","8,2","7,721",Escola Pública,"7,5","7,667",3.0,Ametista,RA-340,Não atendido,B
2022,2022,,83.0,"537,000",9.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2.0,Fase 3 (7º e 8º ano),Menino,"8,0","5,000","5,8","7,7","6,854",Escola Pública,"7,5","7,500",3.0,Ágata,RA-341,Não atendido,B
2022,2021,,77.0,"511,000",7.0,-2,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2.0,Fase 4 (9º ano),Menina,"9,0","5,000","6,6","6,7","6,941",Escola Pública,"7,5","7,500",3.0,Quartzo,RA-342,Não atendido,B
2022,2020,,80.0,"525,000",8.0,-2,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2.0,Fase 4 (9º ano),Menino,"9,5","5,000","5,9","7,4","6,900",Escola Pública,"7,5","7,167",3.0,Ametista,RA-343,Não atendido,B
2022,2019,,60.0,"409,000",6.0,0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2.0,Fase 2 (5º e 6º ano),Menino,"8,5","10,000","4,5","8,3","7,263",Escola Pública,"7,5","7,500",3.0,Topázio,RA-344,Não atendido,B
2022,2021,,139.0,"754,000",12.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2.0,Fase 3 (7º e 8º ano),Menino,"9,5","5,000","3,6","5,4","5,750",Escola Pública,"5,6","6,667",3.0,Ametista,RA-345,Requer avaliação,B
2022,2022,,14.0,"102,000",2.0,0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2.0,Fase 2 (5º e 6º ano),Menino,"10,0","10,000","7,0","9,1","8,143",Escola Pública,"7,5","7,889",3.0,Topázio,RA-346,Não atendido,B
2022,2019,,24.0,"167,000",4.0,-1,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2.0,Fase 3 (7º e 8º ano),Menina,"9,0","5,000","8,5","10,0","7,908",Escola Pública,"5,6","8,000",3.0,Topázio,RA-347,Sem limitações,B
2022,2022,,135.0,"741,000",11.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2.0,Fase 3 (7º e 8º ano),Menino,"9,0","5,000","1,8","8,7","5,864",Escola Pública,"7,5","5,833",3.0,Quartzo,RA-348,Sem limitações,B
2022,2021,,143.0,"770,000",13.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2.0,Fase 3 (7º e 8º ano),Menino,"9,5","5,000","3,7","7,7","5,658",Escola Pública,"7,5","3,944",3.0,Ametista,RA-349,Sem limitações,B
2022,2022,,10.0,"84,000",2.0,0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2.0,Fase 2 (5º e 6º ano),Menina,"10,0","10,000","6,5","8,8","8,206",Escola Pública,"7,5","8,611",3.0,Topázio,RA-350,Não atendido,D
2022,2022,,107.0,"618,000",7.0,-2,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2.0,Fase 4 (9º ano),Menino,"9,0","5,000","4,0","7,2","6,622",Escola Pública,"7,5","8,111",3.0,Ágata,RA-351,Não atendido,D
2022,2019,,31.0,"191,000",4.0,0,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2.0,Fase 2 (5º e 6º ano),Menino,"9,0","10,000","7,0","8,1","7,834",Escola Pública,"5,6","8,389",3.0,Ametista,RA-352,Requer avaliação,D
2022,2022,,7.0,"69,000",1.0,0,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2.0,Fase 2 (5º e 6º ano),Menina,"7,0","10,000","7,5","10,0","8,264",Escola Pública,"7,5","8,444",3.0,Topázio,RA-353,Não atendido,D
2022,2018,,136.0,"742,000",9.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2.0,Fase 3 (7º e 8º ano),Menina,"8,5","5,000","4,5","4,3","5,858",Escola Pública,"7,5","7,333",3.0,Ametista,RA-354,Não atendido,D
2022,2018,,151.0,"796,000",11.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,2.0,Fase 3 (7º e 8º ano),Menina,"5,8","5,000","4,5","5,0","5,379",Escola Pública,"7,5","6,056",3.0,Ametista,RA-355,Não atendido,D
2022,2019,,97.0,"591,000",6.0,-1,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa entrega das lições de casa.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,2.0,Fase 3 (7º e 8º ano),Menino,"10,0","5,000","4,6","8,4","6,690",Escola Pública,"5,0","8,278",3.0,Topázio,RA-356,Requer avaliação,D
